Star,Paper,Identifier,T_eff,T_eff_err,logg,logg_err,atmosphere,mass,mass_err,RA,Dec,Gaia_designation,parallax,parallax_err,mixing_zone_mass,mag_field,mag_field_err,infrared_excess,gas_component,binary,binary_separation,time_since_acc_ended,origin,comment,log(H/H(e)),log(H/H(e))e,log(He/H(e)),log(He/H(e))e,log(Li/H(e)),log(Li/H(e))e,Acc_rate_Li_steady_state,Sinking_time_Li,mass_fraction_Li,log(Be/H(e)),log(Be/H(e))e,Acc_rate_Be_steady_state,Sinking_time_Be,log(C/H(e)),log(C/H(e))e,Acc_rate_C_steady_state,Sinking_time_C,mass_fraction_C,log(N/H(e)),log(N/H(e))e,Acc_rate_N_steady_state,Sinking_time_N,mass_fraction_N,log(O/H(e)),log(O/H(e))e,Acc_rate_O_steady_state,Acc_rate_O_increasing,Acc_rate_O_decreasing,Sinking_time_O,mass_fraction_O,log(Na/H(e)),log(Na/H(e))e,Acc_rate_Na_steady_state,Acc_rate_Na_increasing,Acc_rate_Na_decreasing,Sinking_time_Na,mass_fraction_Na,log(Mg/H(e)),log(Mg/H(e))e,Acc_rate_Mg_steady_state,Acc_rate_Mg_increasing,Acc_rate_Mg_decreasing,Sinking_time_Mg,mass_fraction_Mg,log(Al/H(e)),log(Al/H(e))e,Acc_rate_Al_steady_state,Acc_rate_Al_increasing,Acc_rate_Al_decreasing,Sinking_time_Al,mass_fraction_Al,log(Si/H(e)),log(Si/H(e))e,Acc_rate_Si_steady_state,Acc_rate_Si_increasing,Acc_rate_Si_decreasing,Sinking_time_Si,mass_fraction_Si,log(P/H(e)),log(P/H(e))e,Acc_rate_P_steady_state,Sinking_time_P,mass_fraction_P,log(S/H(e)),log(S/H(e))e,Acc_rate_S_steady_state,Sinking_time_S,mass_fraction_S,log(Cl/H(e)),log(Cl/H(e))e,Acc_rate_Cl_steady_state,Sinking_time_Cl,mass_fraction_Cl,log(Ar/H(e)),log(Ar/H(e))e,log(K/H(e)),log(K/H(e))e,Acc_rate_K_steady_state,Sinking_time_K,log(Ca/H(e)),log(Ca/H(e))e,Acc_rate_Ca_steady_state,Acc_rate_Ca_increasing,Acc_rate_Ca_decreasing,Sinking_time_Ca,mass_fraction_Ca,log(Sc/H(e)),log(Sc/H(e))e,Acc_rate_Sc_steady_state,Sinking_time_Sc,mass_fraction_Sc,log(Ti/H(e)),log(Ti/H(e))e,Acc_rate_Ti_steady_state,Acc_rate_Ti_increasing,Acc_rate_Ti_decreasing,Sinking_time_Ti,mass_fraction_Ti,log(V/H(e)),log(V/H(e))e,Acc_rate_V_steady_state,Sinking_time_V,mass_fraction_V,log(Cr/H(e)),log(Cr/H(e))e,Acc_rate_Cr_steady_state,Acc_rate_Cr_increasing,Acc_rate_Cr_decreasing,Sinking_time_Cr,mass_fraction_Cr,log(Mn/H(e)),log(Mn/H(e))e,Acc_rate_Mn_steady_state,Acc_rate_Mn_increasing,Acc_rate_Mn_decreasing,Sinking_time_Mn,mass_fraction_Mn,log(Fe/H(e)),log(Fe/H(e))e,Acc_rate_Fe_steady_state,Acc_rate_Fe_increasing,Acc_rate_Fe_decreasing,Sinking_time_Fe,mass_fraction_Fe,log(Co/H(e)),log(Co/H(e))e,Acc_rate_Co_steady_state,Sinking_time_Co,mass_fraction_Co,log(Ni/H(e)),log(Ni/H(e))e,Acc_rate_Ni_steady_state,Acc_rate_Ni_increasing,Acc_rate_Ni_decreasing,Sinking_time_Ni,mass_fraction_Ni,log(Cu/H(e)),log(Cu/H(e))e,Acc_rate_Cu_steady_state,Sinking_time_Cu,mass_fraction_Cu,log(Zn/H(e)),log(Zn/H(e))e,Acc_rate_Zn_steady_state,Sinking_time_Zn,log(Ga/H(e)),log(Ga/H(e))e,Acc_rate_Ga_steady_state,Sinking_time_Ga,mass_fraction_Ga,log(Ge/H(e)),log(Ge/H(e))e,Acc_rate_Ge_steady_state,Sinking_time_Ge,mass_fraction_Ge,log(As/H(e)),log(As/H(e))e,log(Se/H(e)),log(Se/H(e))e,log(Sr/H(e)),log(Sr/H(e))e,Acc_rate_Sr_steady_state,Sinking_time_Sr,mass_fraction_Sr,log(Sn/H(e)),log(Sn/H(e))e,log(I/H(e)),log(I/H(e))e,log(Ba/H(e)),log(Ba/H(e))e,Acc_rate_Total_steady_state,Acc_rate_Total_increasing,Acc_rate_Total_decreasing
NLTT 43806,Zuckerman 2011,NLTT 43806 Zuckerman 2011,5900.0,,8.0,,H,,,253.690385849649,38.4935078806741,Gaia DR3 1351956512512484480,36.6359,0.042,,70000.0,,,,,,,https://ui.adsabs.harvard.edu/abs/2011ApJ...739..101Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.1,0.14,8912509.38133746,,,644323493627.031,0.022769065407171,-7.1,0.13,100000000.0,,,601317671531.97,0.255473115740542,-7.6,0.17,39810717.0553497,,,535924938869.268,0.101705679259953,-7.2,0.14,109647819.614318,,,500154254104.108,0.280120701110268,,,,,,,,,,,,,,,,,,,,,,-7.9,0.19,36307805.4770102,,,435616144686.32,0.092756681909133,,,,,,-9.55,0.14,1202264.43461741,,,354082095734.796,0.003071462410558,,,,,,-9.55,0.22,1412537.54462276,,,330448638679.71,0.003608653676253,,,,,,,,-7.8,0.17,89125093.8133746,,,315576000000.0,0.227690654071709,,,,,,-9.1,0.17,5011872.33627272,,,294512659228.311,0.012803986414414,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,602559586.074357,,
PM J08186-?3110 FORS,Kawka 2021,PM J08186-?3110 FORS Kawka 2021,6250.0,,8.25,,He,0.72,,124.667753195813,-31.172313111786,Gaia DR3 5548080118369905408,51.6508,0.024,,92000.0,1000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2021MNRAS.500.2732K/abstract,,-4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.4,0.0,,,,,,-7.5,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.15,0.0,,,,,,,,,,,,,,,,,,,,,,,-10.0,0.0,,,,,,-10.2,0.0,,,,,,-8.2,0.0,,,,,,,,,,,-9.45,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
PM J08186-?3110 X-shooter,Kawka 2021,PM J08186-?3110 X-shooter Kawka 2021,6250.0,,8.25,,He,0.72,,124.667753195813,-31.172313111786,Gaia DR3 5548080118369905408,51.6508,0.024,,92000.0,1000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2021MNRAS.500.2732K/abstract,,-3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.1,0.0,,,,,,-7.3,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.8,0.0,,,,,,,,,,,,,,,,,,,,,,,-9.7,0.0,,,,,,-9.9,0.0,,,,,,-7.9,0.0,,,,,,,,,,,-9.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD J1935-3252,O'Brien 2023,WD J1935-3252 O'Brien 2023,5430.0,10.0,8.0,0.01,H,,,293.910977574277,-32.8737650006982,Gaia DR3 6744843579679059968,29.3,0.1,,100000.0,10000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.3055O/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.89,0.03,,,,,,-9.12,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.68,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.61,0.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0325-0149,Caron 2023,J0325-0149 Caron 2023,5185.0,17.0,8.037,0.007,H,0.592,0.006,51.2960311992926,-1.8208464005132,Gaia DR3 3261591090771914240,59.06632711,0.057836663,,120000.0,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G77-50,Farihi 2011,G77-50 Farihi 2011,5310.0,100.0,8.05,0.01,H,0.6,0.01,51.2960311992926,-1.8208464005132,Gaia DR3 3261591090771914240,59.0663,0.0578,1.2300000000000002e+27,120000.0,,,,,,,https://ui.adsabs.harvard.edu/abs/2011MNRAS.413.2559F/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.1,0.2,,,,,,-8.3,0.2,,,,,,-9.2,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.8,0.2,,,,,,,,,,,,,,,,,,,,,,,-9.9,0.2,,,,,,-10.3,0.2,,,,,,-8.7,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37000000.0,,
WD0322-019,Zuckerman 2003,WD0322-019 Zuckerman 2003,5204.0,,8.0,,H,,,51.2960311992926,-1.8208464005132,Gaia DR3 3261591090771914240,59.06632711,0.057836663,,120000.0,,,,,,,https://ui.adsabs.harvard.edu/abs/2003ApJ...596..477Z/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.361,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLTT 7547 Spectral,Kawka 2019,NLTT 7547 Spectral Kawka 2019,5198.0,54.0,7.89,0.04,H,0.52,0.02,34.3322157535047,-6.9413229157912,Gaia DR3 2486955560973911424,22.4054,0.1149,,163000.0,4000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.5201K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.68,0.09,,,,,,-8.09,0.14,,,,,,-9.09,0.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.12,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.84,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLTT 7547 (Balmer),Kawka 2019,NLTT 7547 (Balmer) Kawka 2019,5460.0,80.0,8.04,0.18,H,0.61,0.12,34.3322157535047,-6.9413229157912,Gaia DR3 2486955560973911424,22.4054,0.1149,,163000.0,4000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.5201K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.57,0.08,,,,,,-7.99,0.19,,,,,,-8.79,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.81,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLTT 7547 Balmer,Kawka 2019,NLTT 7547 Balmer Kawka 2019,5460.0,80.0,8.04,0.18,H,0.61,0.12,34.3322157535047,-6.9413229157912,Gaia DR3 2486955560973911424,22.4054,0.1149,,163000.0,4000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2019MNRAS.482.5201K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.57,0.08,,,,,,-7.99,0.19,,,,,,-8.79,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.06,0.06,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.81,0.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD J1132-3602,O'Brien 2023,WD J1132-3602 O'Brien 2023,4990.0,10.0,8.12,0.02,H,,,173.068918980417,-36.0347085826031,Gaia DR3 5398247534240054528,27.44,0.12,,250000.0,20000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.518.3055O/abstract,Zeeman splitting in Ca,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.84,0.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLTT 53908,Kawka & Vennes 2014,NLTT 53908 Kawka & Vennes 2014,6250.0,70.0,7.87,0.12,H,0.51,0.07,336.918156621822,17.8892665759345,Gaia DR3 2737921155893258496,24.1801,0.62,,334000.0,3000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2014MNRAS.439L..90K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.7,-1.0,,,,,,,,,,,,,-8.0,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.85,0.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
NLTT 10480,Kawka & Vennes 2011b,NLTT 10480 Kawka & Vennes 2011b,5050.0,150.0,8.0,0.5,H,,,49.3004058531468,-29.1928368410868,Gaia DR3 5058635403471767680,31.7457,0.0675,,519000.0,4000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2011A%26A...532A...7K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.3,-1.0,,,,,,,,,,,,,-9.3,-1.0,,,,,,-8.7,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.3,0.3,398107.170553497,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.3,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD J2147-4035,Elms 2022,WD J2147-4035 Elms 2022,3048.0,35.0,8.195,0.042,He,0.69,0.02,326.985794270377,-40.5910519460895,Gaia DR3 6584418167391671808,35.79,0.49,6.57206979768214e+27,550000.0,30000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2022MNRAS.517.4557E/abstract,,-5.66,-1.0,,,-13.2,0.2,,130648464000000.0,,,,,,,,,,,,,,,,,,,,,,,-13.1,0.2,,,,53647920000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-12.9,0.2,,30610872000000.0,-13.2,-1.0,,,,30610872000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD 1328+307,Leggett 2018,WD 1328+307 Leggett 2018,5726.0,20.0,7.937,0.021,He,0.533,0.018,202.747577428771,30.4982366174013,Gaia DR3 1468213546275054208,39.1518,0.0415,,650000.0,,,,,,,https://ui.adsabs.harvard.edu/abs/2018ApJS..239...26L/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.03,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD1328+307,Dufour 2007,WD1328+307 Dufour 2007,6440.0,210.0,7.99,0.29,He,0.57,0.17,202.747577428771,30.4982366174013,Gaia DR3 1468213546275054208,39.15177821,0.04150627,,650000.0,,,,,,,https://ui.adsabs.harvard.edu/abs/2007ApJ...663.1291D/abstract,,-3,0.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.1,0.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J1330+3029,Caron 2023,J1330+3029 Caron 2023,6274.0,12.0,8.205,0.003,He,0.703,0.004,202.747577428771,30.4982366174013,Gaia DR3 1468213546275054208,39.15177821,0.04150627,,650000.0,,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G165-7,Dupuis 1993,G165-7 Dupuis 1993,7500.0,,,,He,,,202.747577428771,30.4982366174013,Gaia DR3 1468213546275054208,39.1518,0.0415,,650000.0,,,,,,,https://ui.adsabs.harvard.edu/abs/1993ApJS...87..345D/abstract,,-4,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.1,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.7,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-5.9,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,819770831.0,,
SDSS J133059.26+302953.2,Hollands 2017,SDSS J133059.26+302953.2 Hollands 2017,6100.0,60.0,8.0,,He,,,202.747577428771,30.4982366174013,Gaia DR3 1468213546275054208,39.15177821,0.04150627,,650000.0,,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.8,,,,,,,-7.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.4,,,,,,,,,,,,-9.7,,,,,,,,,,,,-9.0,,,,,,,,,,,,,,-7.3,,,,,,,,,,,,-8.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
G165-7,Wehrse & Liebert 1980,G165-7 Wehrse & Liebert 1980,7500.0,,8.0,,He,,,202.747577428771,30.4982366174013,Gaia DR3 1468213546275054208,39.1518,0.0415,,650000.0,,,,,,,https://ui.adsabs.harvard.edu/abs/1980A%26A....86..139W/abstract,,-4,-1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.2,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-4.4,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
J0806+4058,Caron 2023,J0806+4058 Caron 2023,6090.0,42.0,8.17,0.032,He,0.679,0.029,121.68312412185,40.9772885355709,Gaia DR3 921642532239821440,10.80597678,0.20499182,,800000.0,30000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2023MNRAS.519.4529C/abstract,,-3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J154625.33+300946.2,Hollands 2017,SDSS J154625.33+300946.2 Hollands 2017,6600.0,120.0,8.0,,He,,,236.605604667237,30.1628498722672,Gaia DR3 1321060987390596096,6.028321375,0.31384957,,810000.0,70000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.78,,,,,,,-7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.4,,,,,,,,,,,,,,,,,,,,,,,,-8.65,,,,,,,,,,,,,,-7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J090222.98+362539.6,Hollands 2017,SDSS J090222.98+362539.6 Hollands 2017,6330.0,210.0,8.0,,He,,,135.59575,36.42767,Gaia DR3 718371660084289152,2.637865669,1.1040373,,1920000.0,50000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.53,,,,,,,-7.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J115029.52+453314.0,Hollands 2017,SDSS J115029.52+453314.0 Hollands 2017,5720.0,320.0,8.0,,He,,,177.623,45.55389,,,,,2010000.0,200000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.53,,,,,,,-7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WD 1212-022,Leggett 2018,WD 1212-022 Leggett 2018,4618.0,16.0,7.873,0.031,He,0.494,0.025,183.734928540852,-2.5674550654608,Gaia DR3 3694399755554510720,26.2846,0.1171,,2100000.0,,,,,,,https://ui.adsabs.harvard.edu/abs/2018ApJS..239...26L/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
LHS 2534,Hollands 2021,LHS 2534 Hollands 2021,4780.0,50.0,7.97,0.04,He,0.55,0.02,183.734928540852,-2.5674550654608,Gaia DR3 3694399755554510720,26.2846,0.1171,4.77766578386861e+27,2100000.0,,,,,,,https://ui.adsabs.harvard.edu/abs/2021NatAs...5..451H/abstract,,-3.19,0.18,,,-11.83,0.08,,113291784000000.0,,,,,,,,,,,,,,,,,,,,,,,-9.53,0.06,,,,51123312000000.0,,-8.62,0.06,,,,50492160000000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.16,0.08,,31873176000000.0,-10.08,0.11,,,,31557600000000.0,,,,,,,,,,,,,,,,,,,-10.28,0.06,,,,23573527200000.0,,,,,,,,,-9.06,0.08,,,,22184992800000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J092713.34+493109.3,Hollands 2017,SDSS J092713.34+493109.3 Hollands 2017,6200.0,230.0,8.0,,He,,,141.80558,49.51925,Gaia DR3 1017948412119208832,2.0285911,1.7952234,,2100000.0,90000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.09,,,,,,,-7.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J121456.39-023402.7,Hollands 2017,SDSS J121456.39-023402.7 Hollands 2017,5210.0,100.0,8.0,,He,,,183.734928540852,-2.5674550654608,Gaia DR3 3694399755554510720,26.28455199,0.11714886,,2120000.0,300000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.98,,,,,,,-8.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J100849.59+465427.00,Kepler 2016,SDSS J100849.59+465427.00 Kepler 2016,7272.0,47.0,8.0,0.0,He,,,192.406360466104,65.2354199611353,Gaia DR3 1677469197657784704,,,,2150000.0,50000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2016MNRAS.455.3413K/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.839,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J083200.38+410937.9,Hollands 2017,SDSS J083200.38+410937.9 Hollands 2017,6070.0,190.0,8.0,,He,,,128.001601760885,41.1605777736092,Gaia DR3 914901048496026624,2.903096821,1.1568056,,2350000.0,110000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.73,,,,,,,-7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.0,,,,,,,,,,,,,,,,,,,,,,,,-8.8,,,,,,,,,,,,,,-7.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J225448.83+303107.1,Hollands 2017,SDSS J225448.83+303107.1 Hollands 2017,5900.0,90.0,8.0,,He,,,343.703384433799,30.5187944512251,Gaia DR3 1886301464050926720,8.377069868,0.32331872,,2530000.0,30000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.54,,,,,,,-6.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.26,,,,,,,,,,,,,,,,,,,,,,,,-9.01,,,,,,,,,,,,,,-7.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SDSS J115224.51+160546.7,Hollands 2017,SDSS J115224.51+160546.7 Hollands 2017,6550.0,160.0,8.0,,He,,,178.102101728072,16.0963349772256,Gaia DR3 3924586672356908160,4.819555146,0.6154339,,2720000.0,40000.0,,,,,,https://ui.adsabs.harvard.edu/abs/2017MNRAS.467.4970H/abstract,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.28,,,,,,,-7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-8.4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
